task,wrapper,id_dim,data_seed,model_seed,epochs,batch_size,n_conv,atom_fea_len,h_fea_len,n_h,output_dir,predictions_csv,best_val_mae,test_mae,status,exit_code,start_time,end_time
matbench_log_kvrh,fastfood,20,123,789,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_log_kvrh_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.303,0.30564990639686584,success,0,2026-05-30T19:38:04+00:00,2026-05-30T19:41:15+00:00
matbench_log_kvrh,fastfood,10,123,123,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.294,0.29524052143096924,success,0,2026-05-30T19:41:15+00:00,2026-05-30T19:44:27+00:00
matbench_log_kvrh,fastfood,10,123,456,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.294,0.2968689799308777,success,0,2026-05-30T19:44:28+00:00,2026-05-30T19:47:41+00:00
matbench_log_kvrh,fastfood,10,123,789,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_log_kvrh_fastfood_dim10_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.307,0.3094390034675598,success,0,2026-05-30T19:47:41+00:00,2026-05-30T19:50:56+00:00
matbench_log_kvrh,fastfood,8,123,123,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.294,0.2952914237976074,success,0,2026-05-30T19:50:56+00:00,2026-05-30T19:54:09+00:00
matbench_log_kvrh,fastfood,8,123,456,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.294,0.2968701124191284,success,0,2026-05-30T19:54:09+00:00,2026-05-30T19:57:23+00:00
matbench_log_kvrh,fastfood,8,123,789,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_log_kvrh_fastfood_dim8_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.307,0.3097588121891022,success,0,2026-05-30T19:57:23+00:00,2026-05-30T20:00:38+00:00
matbench_log_kvrh,fastfood,5,123,123,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.295,0.29553985595703125,success,0,2026-05-30T20:00:38+00:00,2026-05-30T20:03:53+00:00
matbench_log_kvrh,fastfood,5,123,456,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.294,0.29686465859413147,success,0,2026-05-30T20:03:53+00:00,2026-05-30T20:07:08+00:00
matbench_log_kvrh,fastfood,5,123,789,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_log_kvrh_fastfood_dim5_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.308,0.31003132462501526,success,0,2026-05-30T20:07:08+00:00,2026-05-30T20:10:19+00:00
matbench_log_kvrh,fastfood,2,123,123,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.295,0.29624953866004944,success,0,2026-05-30T20:10:19+00:00,2026-05-30T20:13:37+00:00
matbench_log_kvrh,fastfood,2,123,456,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.294,0.2968731224536896,success,0,2026-05-30T20:13:37+00:00,2026-05-30T20:16:52+00:00
matbench_log_kvrh,fastfood,2,123,789,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_log_kvrh_fastfood_dim2_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.309,0.3113500475883484,success,0,2026-05-30T20:16:52+00:00,2026-05-30T20:20:07+00:00
matbench_log_kvrh,fastfood,1,123,123,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.295,0.29636797308921814,success,0,2026-05-30T20:20:07+00:00,2026-05-30T20:23:26+00:00
matbench_log_kvrh,fastfood,1,123,456,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.294,0.2968728244304657,success,0,2026-05-30T20:23:26+00:00,2026-05-30T20:26:44+00:00
matbench_log_kvrh,fastfood,1,123,789,120,512,4,56,64,3,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_log_kvrh_fastfood/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_log_kvrh_fastfood_dim1_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.312,0.31390446424484253,success,0,2026-05-30T20:26:44+00:00,2026-05-30T20:29:56+00:00
