task,wrapper,id_dim,data_seed,model_seed,epochs,batch_size,n_conv,atom_fea_len,h_fea_len,n_h,output_dir,predictions_csv,best_val_mae,test_mae,status,exit_code,start_time,end_time
matbench_dielectric,fastfood,65,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim65_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim65_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim65_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7374796271324158,success,0,2026-05-30T18:02:08+00:00,2026-05-30T18:03:23+00:00
matbench_dielectric,fastfood,50,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.894,0.8411089777946472,success,0,2026-05-30T18:03:23+00:00,2026-05-30T18:04:37+00:00
matbench_dielectric,fastfood,50,123,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.841,0.7980391979217529,success,0,2026-05-30T18:04:37+00:00,2026-05-30T18:05:46+00:00
matbench_dielectric,fastfood,50,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim50_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7374680638313293,success,0,2026-05-30T18:05:46+00:00,2026-05-30T18:06:59+00:00
matbench_dielectric,fastfood,45,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.895,0.8426416516304016,success,0,2026-05-30T18:06:59+00:00,2026-05-30T18:08:06+00:00
matbench_dielectric,fastfood,45,123,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.841,0.7983698844909668,success,0,2026-05-30T18:08:06+00:00,2026-05-30T18:09:22+00:00
matbench_dielectric,fastfood,45,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim45_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7376390099525452,success,0,2026-05-30T18:09:22+00:00,2026-05-30T18:10:36+00:00
matbench_dielectric,fastfood,20,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed123_test_results.csv,0.906,0.8746733665466309,success,0,2026-05-30T18:10:36+00:00,2026-05-30T18:11:50+00:00
matbench_dielectric,fastfood,20,123,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed456/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed456_test_results.csv,0.845,0.8012637495994568,success,0,2026-05-30T18:11:50+00:00,2026-05-30T18:13:06+00:00
matbench_dielectric,fastfood,20,123,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed789/cgcnn_matbench_dielectric_fastfood_dim20_nconv4_atom56_h64_nh3_dataseed123_modelseed789_test_results.csv,0.734,0.7375221252441406,success,0,2026-05-30T18:13:06+00:00,2026-05-30T18:14:21+00:00
