task,partition,method,dim_percent,id_dim,seed,epochs,best_val_mae,test_mae,duration_sec,duration_hours,start_time,end_time,prediction_csv
mp_band_gap,bandgap_p01_5,fastfood,5,0.05,123,350,0.6876655179366935,0.7124945519480519,739.0,0.2053,2026-06-24T08:54:59+03:00,2026-06-24T09:07:18+03:00,bandgap_p01_5/predictions/bandgap_fastfood_bandgap_p01_5_dim005_seed123_epochs350_predictions.csv
mp_band_gap,bandgap_p01_5,fastfood,5,0.05,456,350,0.6719042558861474,0.6664073766233766,708.0,0.1967,2026-06-24T10:29:59+03:00,2026-06-24T10:41:47+03:00,bandgap_p01_5/predictions/bandgap_fastfood_bandgap_p01_5_dim005_seed456_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,100,1.0,123,350,0.7836875398361371,0.8186388766233766,751.0,0.2086,2026-06-24T07:36:53+03:00,2026-06-24T07:49:24+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim100_seed123_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,100,1.0,456,350,0.6989825169894175,0.7169566493506494,710.0,0.1972,2026-06-24T09:13:57+03:00,2026-06-24T09:25:47+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim100_seed456_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,80,0.8,123,350,0.7522573769392693,0.7985651623376623,730.0,0.2028,2026-06-24T07:49:24+03:00,2026-06-24T08:01:34+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim080_seed123_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,80,0.8,456,350,0.7316316579835984,0.7240853246753247,711.0,0.1975,2026-06-24T09:25:48+03:00,2026-06-24T09:37:39+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim080_seed456_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,60,0.6,123,350,0.7516498669001521,0.7890475,727.0,0.2019,2026-06-24T08:01:35+03:00,2026-06-24T08:13:42+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim060_seed123_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,60,0.6,456,350,0.7312525990691938,0.8522018051948053,717.0,0.1992,2026-06-24T09:37:40+03:00,2026-06-24T09:49:37+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim060_seed456_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,50,0.5,123,350,0.7583733647197732,0.8035785974025974,731.0,0.2031,2026-06-24T08:13:42+03:00,2026-06-24T08:25:53+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim050_seed123_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,50,0.5,456,350,0.7213610414346476,0.8277203376623378,717.0,0.1992,2026-06-24T09:49:37+03:00,2026-06-24T10:01:34+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim050_seed456_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,45,0.45,123,350,0.7537199652879281,0.8267353636363636,733.0,0.2036,2026-06-24T08:25:53+03:00,2026-06-24T08:38:06+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim045_seed123_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,45,0.45,456,350,0.7153440989368391,0.815055064935065,719.0,0.1997,2026-06-24T10:01:34+03:00,2026-06-24T10:13:33+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim045_seed456_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,20,0.2,123,350,0.7713676306020716,0.8416131948051948,722.0,0.2006,2026-06-24T08:38:06+03:00,2026-06-24T08:50:08+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim020_seed123_epochs350_predictions.csv
mp_band_gap,bandgap_p01_6,fastfood,20,0.2,456,350,0.7310864014743856,0.8153790974025974,712.0,0.1978,2026-06-24T10:13:33+03:00,2026-06-24T10:25:25+03:00,bandgap_p01_6/predictions/bandgap_fastfood_bandgap_p01_6_dim020_seed456_epochs350_predictions.csv
