task,method,num_blocks,dim_percent,id_dim,model_seed,split_seed,epochs,batch_size,best_val_mae,test_mae,duration_sec,duration_hours,start_time,end_time,prediction_csv
matbench_log_kvrh,fastfood,4,1,0.01,123,1123,180,64,0.1429362206741291,0.13322960290853153,713,0.1981,2026-06-28T21:43:12+03:00,2026-06-28T21:55:05+03:00,predictions/log_kvrh_fastfood_nb4_dim001_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,1,0.01,456,1456,180,64,0.16664154430819328,0.1804012456272188,712,0.1978,2026-06-28T21:55:06+03:00,2026-06-28T22:06:58+03:00,predictions/log_kvrh_fastfood_nb4_dim001_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,1,0.01,789,1789,180,64,0.14335160330691488,0.13925365202756326,704,0.1956,2026-06-28T22:06:59+03:00,2026-06-28T22:18:43+03:00,predictions/log_kvrh_fastfood_nb4_dim001_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,2,0.02,123,1123,180,64,0.1182911789731792,0.11087532958726189,710,0.1972,2026-06-28T21:07:41+03:00,2026-06-28T21:19:31+03:00,predictions/log_kvrh_fastfood_nb4_dim002_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,2,0.02,456,1456,180,64,0.11454270499767091,0.10618016987452379,712,0.1978,2026-06-28T21:19:32+03:00,2026-06-28T21:31:24+03:00,predictions/log_kvrh_fastfood_nb4_dim002_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,2,0.02,789,1789,180,64,0.11148602585745826,0.11578275188130836,707,0.1964,2026-06-28T21:31:24+03:00,2026-06-28T21:43:11+03:00,predictions/log_kvrh_fastfood_nb4_dim002_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,5,0.05,123,1123,180,64,0.10575196928911117,0.1032827266871421,709,0.1969,2026-06-28T20:32:10+03:00,2026-06-28T20:44:00+03:00,predictions/log_kvrh_fastfood_nb4_dim005_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,5,0.05,456,1456,180,64,0.1161268788620585,0.11378647283112087,712,0.1978,2026-06-28T20:44:01+03:00,2026-06-28T20:55:53+03:00,predictions/log_kvrh_fastfood_nb4_dim005_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,5,0.05,789,1789,180,64,0.09960927501301337,0.10583418012752915,706,0.1961,2026-06-28T20:55:54+03:00,2026-06-28T21:07:40+03:00,predictions/log_kvrh_fastfood_nb4_dim005_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,8,0.08,123,1123,180,64,0.1011186759021989,0.10535576449023304,712,0.1978,2026-06-28T19:56:39+03:00,2026-06-28T20:08:31+03:00,predictions/log_kvrh_fastfood_nb4_dim008_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,8,0.08,456,1456,180,64,0.10992527443430937,0.10719381642722511,713,0.1981,2026-06-28T20:08:31+03:00,2026-06-28T20:20:24+03:00,predictions/log_kvrh_fastfood_nb4_dim008_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,8,0.08,789,1789,180,64,0.10308930923044192,0.10611052916251669,705,0.1958,2026-06-28T20:20:24+03:00,2026-06-28T20:32:10+03:00,predictions/log_kvrh_fastfood_nb4_dim008_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,10,0.1,123,1123,180,64,0.09634783959109904,0.09995894942560994,712,0.1978,2026-06-28T19:21:02+03:00,2026-06-28T19:32:54+03:00,predictions/log_kvrh_fastfood_nb4_dim010_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,10,0.1,456,1456,180,64,0.10781415374900687,0.10433106711497102,712,0.1978,2026-06-28T19:32:55+03:00,2026-06-28T19:44:47+03:00,predictions/log_kvrh_fastfood_nb4_dim010_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,10,0.1,789,1789,180,64,0.09842340883054446,0.10302609804428711,712,0.1978,2026-06-28T19:44:47+03:00,2026-06-28T19:56:39+03:00,predictions/log_kvrh_fastfood_nb4_dim010_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,20,0.2,123,1123,180,64,0.08833481483167802,0.08692014715514507,706,0.1961,2026-06-28T18:45:40+03:00,2026-06-28T18:57:26+03:00,predictions/log_kvrh_fastfood_nb4_dim020_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,4,20,0.2,456,1456,180,64,0.0888410751536029,0.0874185923231868,708,0.1967,2026-06-28T18:57:26+03:00,2026-06-28T19:09:14+03:00,predictions/log_kvrh_fastfood_nb4_dim020_modelseed456_splitseed1456_epochs180_predictions.csv
