task,method,num_blocks,dim_percent,id_dim,model_seed,split_seed,epochs,batch_size,best_val_mae,test_mae,duration_sec,duration_hours,start_time,end_time,prediction_csv
matbench_log_kvrh,fastfood,2,8,0.08,456,1456,150,64,0.1072369815248374,0.10486299096626571,443,0.1231,2026-06-28T18:12:39+03:00,2026-06-28T18:20:02+03:00,predictions/log_kvrh_fastfood_nb2_dim008_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,8,0.08,789,1789,150,64,0.10170118451939682,0.10318294696599381,433,0.1203,2026-06-28T18:20:03+03:00,2026-06-28T18:27:16+03:00,predictions/log_kvrh_fastfood_nb2_dim008_modelseed789_splitseed1789_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,10,0.1,123,1123,150,64,0.10446160041835793,0.10312883700324708,443,0.1231,2026-06-28T17:43:14+03:00,2026-06-28T17:50:37+03:00,predictions/log_kvrh_fastfood_nb2_dim010_modelseed123_splitseed1123_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,10,0.1,456,1456,150,64,0.10615161505870183,0.1073829873105598,435,0.1208,2026-06-28T17:50:37+03:00,2026-06-28T17:57:52+03:00,predictions/log_kvrh_fastfood_nb2_dim010_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,10,0.1,789,1789,150,64,0.10265639258457149,0.10664234382608503,441,0.1225,2026-06-28T17:57:52+03:00,2026-06-28T18:05:13+03:00,predictions/log_kvrh_fastfood_nb2_dim010_modelseed789_splitseed1789_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,20,0.2,123,1123,150,64,0.08578602434024485,0.08897740562960045,443,0.1231,2026-06-28T17:21:01+03:00,2026-06-28T17:28:24+03:00,predictions/log_kvrh_fastfood_nb2_dim020_modelseed123_splitseed1123_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,20,0.2,456,1456,150,64,0.09052095869388847,0.09102463046870693,446,0.1239,2026-06-28T17:28:24+03:00,2026-06-28T17:35:49+03:00,predictions/log_kvrh_fastfood_nb2_dim020_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,20,0.2,789,1789,150,64,0.08770267644625523,0.09174862175709891,444,0.1233,2026-06-28T17:35:50+03:00,2026-06-28T17:43:14+03:00,predictions/log_kvrh_fastfood_nb2_dim020_modelseed789_splitseed1789_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,45,0.45,123,1123,150,64,0.075159048694231,0.07905991557265832,443,0.1231,2026-06-28T16:58:57+03:00,2026-06-28T17:06:20+03:00,predictions/log_kvrh_fastfood_nb2_dim045_modelseed123_splitseed1123_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,45,0.45,456,1456,150,64,0.08349167121268057,0.08079303993355016,446,0.1239,2026-06-28T17:06:20+03:00,2026-06-28T17:13:46+03:00,predictions/log_kvrh_fastfood_nb2_dim045_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,45,0.45,789,1789,150,64,0.07840836445465042,0.07833077779116694,435,0.1208,2026-06-28T17:13:46+03:00,2026-06-28T17:21:01+03:00,predictions/log_kvrh_fastfood_nb2_dim045_modelseed789_splitseed1789_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,50,0.5,123,1123,150,64,0.07902021937078928,0.0790447263157805,435,0.1208,2026-06-28T16:37:04+03:00,2026-06-28T16:44:19+03:00,predictions/log_kvrh_fastfood_nb2_dim050_modelseed123_splitseed1123_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,50,0.5,456,1456,150,64,0.08200704608213955,0.07535899229154475,439,0.1219,2026-06-28T16:44:20+03:00,2026-06-28T16:51:39+03:00,predictions/log_kvrh_fastfood_nb2_dim050_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,50,0.5,789,1789,150,64,0.07348347517908943,0.0798477814924596,437,0.1214,2026-06-28T16:51:40+03:00,2026-06-28T16:58:57+03:00,predictions/log_kvrh_fastfood_nb2_dim050_modelseed789_splitseed1789_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,65,0.65,123,1123,150,64,0.07283118482058569,0.07386356887967782,444,0.1233,2026-06-28T16:15:10+03:00,2026-06-28T16:22:34+03:00,predictions/log_kvrh_fastfood_nb2_dim065_modelseed123_splitseed1123_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,65,0.65,456,1456,150,64,0.0747559562649429,0.07082285035844296,439,0.1219,2026-06-28T16:22:34+03:00,2026-06-28T16:29:53+03:00,predictions/log_kvrh_fastfood_nb2_dim065_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,65,0.65,789,1789,150,64,0.06911369639795152,0.07432991738893079,431,0.1197,2026-06-28T16:29:53+03:00,2026-06-28T16:37:04+03:00,predictions/log_kvrh_fastfood_nb2_dim065_modelseed789_splitseed1789_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,70,0.7,123,1123,150,64,0.07016742658694902,0.06776182824639858,440,0.1222,2026-06-28T15:53:03+03:00,2026-06-28T16:00:23+03:00,predictions/log_kvrh_fastfood_nb2_dim070_modelseed123_splitseed1123_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,70,0.7,456,1456,150,64,0.07564836072566812,0.0737256654520721,441,0.1225,2026-06-28T16:00:23+03:00,2026-06-28T16:07:45+03:00,predictions/log_kvrh_fastfood_nb2_dim070_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,70,0.7,789,1789,150,64,0.06609553422410834,0.0743007647447451,445,0.1236,2026-06-28T16:07:45+03:00,2026-06-28T16:15:10+03:00,predictions/log_kvrh_fastfood_nb2_dim070_modelseed789_splitseed1789_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,80,0.8,123,1123,150,64,0.06640073695578419,0.06778640469562298,442,0.1228,2026-06-28T15:31:02+03:00,2026-06-28T15:38:24+03:00,predictions/log_kvrh_fastfood_nb2_dim080_modelseed123_splitseed1123_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,80,0.8,456,1456,150,64,0.07073099779687034,0.07113016220567767,438,0.1217,2026-06-28T15:38:24+03:00,2026-06-28T15:45:42+03:00,predictions/log_kvrh_fastfood_nb2_dim080_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,80,0.8,789,1789,150,64,0.06598641730574346,0.07118437679372062,441,0.1225,2026-06-28T15:45:42+03:00,2026-06-28T15:53:03+03:00,predictions/log_kvrh_fastfood_nb2_dim080_modelseed789_splitseed1789_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,100,1.0,123,1123,150,64,0.06833714367600938,0.06971041723501845,437,0.1214,2026-06-28T15:09:02+03:00,2026-06-28T15:16:19+03:00,predictions/log_kvrh_fastfood_nb2_dim100_modelseed123_splitseed1123_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,100,1.0,456,1456,150,64,0.07039533878704314,0.06812701076277339,441,0.1225,2026-06-28T15:16:19+03:00,2026-06-28T15:23:40+03:00,predictions/log_kvrh_fastfood_nb2_dim100_modelseed456_splitseed1456_epochs150_predictions.csv
matbench_log_kvrh,fastfood,2,100,1.0,789,1789,150,64,0.06552001769995776,0.07103624337932843,442,0.1228,2026-06-28T15:23:40+03:00,2026-06-28T15:31:02+03:00,predictions/log_kvrh_fastfood_nb2_dim100_modelseed789_splitseed1789_epochs150_predictions.csv
