id_dim_percent,model_seed,split_seed,val_mae,test_mae,optimizer,lr_schedule,restore_best,source_dir
100,123,1123,0.05196339186728377,0.05324809062641705,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim100_modelseed123_splitseed1123_epochs350
100,456,1456,0.051608645394552545,0.053699804690030446,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim100_modelseed456_splitseed1456_epochs350
80,123,1123,0.05273055727840787,0.053410042430524066,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim80_modelseed123_splitseed1123_epochs350
80,456,1456,0.05375465910121714,0.05557587970460581,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim80_modelseed456_splitseed1456_epochs350
60,123,1123,0.05501971887375453,0.05628889862019822,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim60_modelseed123_splitseed1123_epochs350
60,456,1456,0.05672533572129411,0.05859385949342489,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim60_modelseed456_splitseed1456_epochs350
60,789,1789,0.0572576795710099,0.057183615404547514,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim60_modelseed789_splitseed1789_epochs350
50,123,1123,0.0558699470920301,0.0573505544471076,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim50_modelseed123_splitseed1123_epochs350
50,456,1456,0.05843170094446966,0.06025009807605104,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim50_modelseed456_splitseed1456_epochs350
45,123,1123,0.05652562056839389,0.058108688605298955,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim45_modelseed123_splitseed1123_epochs350
45,456,1456,0.05933271577539727,0.06152149187018203,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim45_modelseed456_splitseed1456_epochs350
45,789,1789,0.05973033821236323,0.059592553216298506,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim45_modelseed789_splitseed1789_epochs350
40,123,1123,0.05827920193294261,0.060077797693852436,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim40_modelseed123_splitseed1123_epochs350
40,456,1456,0.059855950660005375,0.0629089917730129,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim40_modelseed456_splitseed1456_epochs350
20,123,1123,0.06450628379662549,0.06694426326358749,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim20_modelseed123_splitseed1123_epochs350
20,456,1456,0.06735864832046681,0.07046074619420871,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim20_modelseed456_splitseed1456_epochs350
10,123,1123,0.07581054830205032,0.07999237870052471,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim10_modelseed123_splitseed1123_epochs350
10,456,1456,0.0794923171243234,0.0819924530025264,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim10_modelseed456_splitseed1456_epochs350
5,123,1123,0.11012569999647102,0.1135148732266632,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim5_modelseed123_splitseed1123_epochs350
5,456,1456,0.10003024327820773,0.10249953345857356,sgd,onecycle,True,ALIGNN/ALIGNN_MP/results_alignn_eform_sgd_fastfood/alignn_eform_fastfood_dim5_modelseed456_splitseed1456_epochs350
