task,method,num_blocks,dim_percent,id_dim,model_seed,split_seed,epochs,batch_size,best_val_mae,test_mae,duration_sec,duration_hours,start_time,end_time,prediction_csv
matbench_log_kvrh,fastfood,2,1,0.01,123,1123,180,64,0.14713804357236185,0.14368801127633063,564,0.1567,2026-06-29T19:04:07+03:00,2026-06-29T19:13:31+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim001_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,1,0.01,456,1456,180,64,0.14848655394638446,0.1429067719103562,563,0.1564,2026-06-29T19:13:31+03:00,2026-06-29T19:22:54+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim001_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,1,0.01,789,1789,180,64,0.1227722230929201,0.1256113848567697,567,0.1575,2026-06-29T19:22:55+03:00,2026-06-29T19:32:22+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim001_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,2,0.02,123,1123,180,64,0.12504767752413426,0.12376629942782842,562,0.1561,2026-06-29T18:35:45+03:00,2026-06-29T18:45:07+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim002_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,2,0.02,456,1456,180,64,0.12277824597715475,0.11998841504150316,571,0.1586,2026-06-29T18:45:07+03:00,2026-06-29T18:54:38+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim002_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,2,0.02,789,1789,180,64,0.11686104525239413,0.12214943682167263,569,0.1581,2026-06-29T18:54:38+03:00,2026-06-29T19:04:07+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim002_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,5,0.05,123,1123,180,64,0.10479685096756851,0.10376173362396819,567,0.1575,2026-06-29T18:07:17+03:00,2026-06-29T18:16:44+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim005_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,5,0.05,456,1456,180,64,0.11791964961228958,0.11707180030266374,567,0.1575,2026-06-29T18:16:45+03:00,2026-06-29T18:26:12+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim005_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,5,0.05,789,1789,180,64,0.12001339475351118,0.12399916679861119,573,0.1592,2026-06-29T18:26:12+03:00,2026-06-29T18:35:45+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim005_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,8,0.08,123,1123,180,64,0.11971075405921137,0.10991315246044611,571,0.1586,2026-06-29T17:38:52+03:00,2026-06-29T17:48:23+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim008_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,8,0.08,456,1456,180,64,0.09876820010266382,0.09542428541007027,571,0.1586,2026-06-29T17:48:23+03:00,2026-06-29T17:57:54+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim008_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,8,0.08,789,1789,180,64,0.10986057741456043,0.10948636900886405,562,0.1561,2026-06-29T17:57:54+03:00,2026-06-29T18:07:16+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim008_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,10,0.1,123,1123,180,64,0.10335724606970556,0.10608318217853471,564,0.1567,2026-06-29T17:10:30+03:00,2026-06-29T17:19:54+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim010_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,10,0.1,456,1456,180,64,0.09789642847797513,0.09753661340580581,570,0.1583,2026-06-29T17:19:55+03:00,2026-06-29T17:29:25+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim010_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,10,0.1,789,1789,180,64,0.09774279960982152,0.102281528321812,567,0.1575,2026-06-29T17:29:25+03:00,2026-06-29T17:38:52+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim010_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,20,0.2,123,1123,180,64,0.09878167638407696,0.09977656093499959,572,0.1589,2026-06-29T16:42:09+03:00,2026-06-29T16:51:41+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim020_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,20,0.2,456,1456,180,64,0.10663990511580476,0.10343253913590557,566,0.1572,2026-06-29T16:51:41+03:00,2026-06-29T17:01:07+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim020_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,20,0.2,789,1789,180,64,0.09597585328739619,0.10192198670662228,563,0.1564,2026-06-29T17:01:07+03:00,2026-06-29T17:10:30+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim020_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,45,0.45,123,1123,180,64,0.11402633611572412,0.1091869928585955,568,0.1578,2026-06-29T16:13:45+03:00,2026-06-29T16:23:13+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim045_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,45,0.45,456,1456,180,64,0.09991016468673025,0.09830644053530276,569,0.1581,2026-06-29T16:23:13+03:00,2026-06-29T16:32:42+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim045_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,45,0.45,789,1789,180,64,0.09014447247652577,0.10019444323857216,567,0.1575,2026-06-29T16:32:42+03:00,2026-06-29T16:42:09+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim045_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,50,0.5,123,1123,180,64,0.10416748924204695,0.10052761145251991,564,0.1567,2026-06-29T15:45:16+03:00,2026-06-29T15:54:39+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim050_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,50,0.5,456,1456,180,64,0.10265910223965145,0.1020358910825979,570,0.1583,2026-06-29T15:54:40+03:00,2026-06-29T16:04:10+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim050_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,50,0.5,789,1789,180,64,0.09370168438346073,0.09715673206282784,575,0.1597,2026-06-29T16:04:10+03:00,2026-06-29T16:13:45+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim050_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,65,0.65,123,1123,180,64,0.09900656911457849,0.09727326953555307,566,0.1572,2026-06-29T15:16:59+03:00,2026-06-29T15:26:25+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim065_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,65,0.65,456,1456,180,64,0.1022798145835972,0.09635070379071357,560,0.1556,2026-06-29T15:26:26+03:00,2026-06-29T15:35:46+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim065_modelseed456_splitseed1456_epochs180_predictions.csv
