task,method,num_blocks,dim_percent,id_dim,model_seed,split_seed,epochs,batch_size,best_val_mae,test_mae,duration_sec,duration_hours,start_time,end_time,prediction_csv
matbench_log_kvrh,fastfood,2,65,0.65,789,1789,180,64,0.10086054868788691,0.10484309017077209,570,0.1583,2026-06-29T15:35:46+03:00,2026-06-29T15:45:16+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim065_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,70,0.7,123,1123,180,64,0.09455880869694526,0.08888268363403398,566,0.1572,2026-06-29T14:48:31+03:00,2026-06-29T14:57:57+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim070_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,70,0.7,456,1456,180,64,0.0970152268825569,0.09637673929868118,576,0.16,2026-06-29T14:57:57+03:00,2026-06-29T15:07:33+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim070_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,70,0.7,789,1789,180,64,0.11350654669157828,0.11521422651120886,565,0.1569,2026-06-29T15:07:33+03:00,2026-06-29T15:16:58+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim070_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,80,0.8,123,1123,180,64,0.12040023575734835,0.11891839993494738,570,0.1583,2026-06-29T14:20:05+03:00,2026-06-29T14:29:35+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim080_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,80,0.8,456,1456,180,64,0.10299391656017258,0.09814160053472454,570,0.1583,2026-06-29T14:29:35+03:00,2026-06-29T14:39:05+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim080_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,80,0.8,789,1789,180,64,0.11501553868261556,0.12321553024580974,565,0.1569,2026-06-29T14:39:06+03:00,2026-06-29T14:48:31+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim080_modelseed789_splitseed1789_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,100,1.0,123,1123,180,64,0.11972283962864189,0.1172528445455854,568,0.1578,2026-06-29T13:51:36+03:00,2026-06-29T14:01:03+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim100_modelseed123_splitseed1123_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,100,1.0,456,1456,180,64,0.13314317614539864,0.1311088255741059,571,0.1586,2026-06-29T14:01:04+03:00,2026-06-29T14:10:35+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim100_modelseed456_splitseed1456_epochs180_predictions.csv
matbench_log_kvrh,fastfood,2,100,1.0,789,1789,180,64,0.10163899638401976,0.10396093707697095,569,0.1581,2026-06-29T14:10:35+03:00,2026-06-29T14:20:04+03:00,predictions/log_kvrh_fastfood_nb2_noclip_dim100_modelseed789_splitseed1789_epochs180_predictions.csv
