task,wrapper,optim,id_dim_frac,id_dim_percent,data_seed,model_seed,epochs,batch_size,n_conv,atom_fea_len,h_fea_len,n_h,output_dir,predictions_csv,best_val_mae,test_mae,duration_sec,status,exit_code,start_time,end_time
matbench_dielectric,fastfood,Adam,0.1,10,456,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_dataseed456_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_dataseed456_modelseed456/cgcnn_matbench_dielectric_fastfood_dim10_dataseed456_modelseed456_test_results.csv,0.435,0.55060213804245,73,success,0,2026-06-25T12:13:55+03:00,2026-06-25T12:15:08+03:00
matbench_dielectric,fastfood,Adam,0.1,10,789,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_dataseed789_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim10_dataseed789_modelseed789/cgcnn_matbench_dielectric_fastfood_dim10_dataseed789_modelseed789_test_results.csv,0.578,0.5084854960441589,73,success,0,2026-06-25T12:15:08+03:00,2026-06-25T12:16:21+03:00
matbench_dielectric,fastfood,Adam,0.08,8,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim8_dataseed123_modelseed123_test_results.csv,0.523,0.6885560750961304,72,success,0,2026-06-25T12:16:21+03:00,2026-06-25T12:17:33+03:00
matbench_dielectric,fastfood,Adam,0.08,8,456,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_dataseed456_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_dataseed456_modelseed456/cgcnn_matbench_dielectric_fastfood_dim8_dataseed456_modelseed456_test_results.csv,0.424,0.5387428998947144,76,success,0,2026-06-25T12:17:33+03:00,2026-06-25T12:18:49+03:00
matbench_dielectric,fastfood,Adam,0.08,8,789,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_dataseed789_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim8_dataseed789_modelseed789/cgcnn_matbench_dielectric_fastfood_dim8_dataseed789_modelseed789_test_results.csv,0.588,0.4873298704624176,72,success,0,2026-06-25T12:18:49+03:00,2026-06-25T12:20:01+03:00
matbench_dielectric,fastfood,Adam,0.05,5,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim5_dataseed123_modelseed123_test_results.csv,0.521,0.5317043662071228,71,success,0,2026-06-25T12:20:01+03:00,2026-06-25T12:21:12+03:00
matbench_dielectric,fastfood,Adam,0.05,5,456,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_dataseed456_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_dataseed456_modelseed456/cgcnn_matbench_dielectric_fastfood_dim5_dataseed456_modelseed456_test_results.csv,0.447,0.5496318340301514,70,success,0,2026-06-25T12:21:12+03:00,2026-06-25T12:22:22+03:00
matbench_dielectric,fastfood,Adam,0.05,5,789,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_dataseed789_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim5_dataseed789_modelseed789/cgcnn_matbench_dielectric_fastfood_dim5_dataseed789_modelseed789_test_results.csv,0.628,0.6656500101089478,70,success,0,2026-06-25T12:22:22+03:00,2026-06-25T12:23:32+03:00
matbench_dielectric,fastfood,Adam,0.02,2,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim2_dataseed123_modelseed123_test_results.csv,0.553,0.5199928879737854,70,success,0,2026-06-25T12:23:32+03:00,2026-06-25T12:24:42+03:00
matbench_dielectric,fastfood,Adam,0.02,2,456,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_dataseed456_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_dataseed456_modelseed456/cgcnn_matbench_dielectric_fastfood_dim2_dataseed456_modelseed456_test_results.csv,0.491,0.4971809983253479,72,success,0,2026-06-25T12:24:42+03:00,2026-06-25T12:25:54+03:00
matbench_dielectric,fastfood,Adam,0.02,2,789,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_dataseed789_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim2_dataseed789_modelseed789/cgcnn_matbench_dielectric_fastfood_dim2_dataseed789_modelseed789_test_results.csv,0.636,0.5592978000640869,135,success,0,2026-06-25T12:25:54+03:00,2026-06-25T12:28:09+03:00
matbench_dielectric,fastfood,Adam,0.01,1,123,123,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_dataseed123_modelseed123,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_dataseed123_modelseed123/cgcnn_matbench_dielectric_fastfood_dim1_dataseed123_modelseed123_test_results.csv,0.597,0.5593129992485046,70,success,0,2026-06-25T12:28:09+03:00,2026-06-25T12:29:19+03:00
matbench_dielectric,fastfood,Adam,0.01,1,456,456,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_dataseed456_modelseed456,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_dataseed456_modelseed456/cgcnn_matbench_dielectric_fastfood_dim1_dataseed456_modelseed456_test_results.csv,0.496,0.5177373886108398,69,success,0,2026-06-25T12:29:20+03:00,2026-06-25T12:30:29+03:00
matbench_dielectric,fastfood,Adam,0.01,1,789,789,80,512,4,56,64,3,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_dataseed789_modelseed789,results_matbench_dielectric_fastfood/cgcnn_matbench_dielectric_fastfood_dim1_dataseed789_modelseed789/cgcnn_matbench_dielectric_fastfood_dim1_dataseed789_modelseed789_test_results.csv,0.655,0.5509908199310303,72,success,0,2026-06-25T12:30:29+03:00,2026-06-25T12:31:41+03:00
